Channel,Date,Timestamp
2,2023-04-29 11:55:11,1682769311
2,2023-04-29 11:55:16,1682769316
2,2023-04-29 11:55:28,1682769328
2,2023-04-29 11:55:29,1682769329
2,2023-04-29 11:55:50,1682769350
2,2023-04-29 11:55:51,1682769351
2,2023-04-29 11:55:53,1682769353
2,2023-04-29 11:55:54,1682769354
2,2023-04-29 11:55:56,1682769356
2,2023-04-29 11:55:57,1682769357
2,2023-04-29 11:56:5,1682769365
2,2023-04-29 11:56:6,1682769366
2,2023-04-29 8:18:22,1682756302
2,2023-04-29 8:18:23,1682756303
2,2023-04-29 18:0:1,1682791201
2,2023-04-29 18:0:2,1682791202
2,2023-04-29 18:0:3,1682791203
2,2023-04-29 18:0:4,1682791204
2,2023-04-29 18:0:5,1682791205
2,2023-04-29 18:0:6,1682791206
2,2023-04-29 18:0:7,1682791207
2,2023-04-29 18:0:8,1682791208
2,2023-04-29 18:0:9,1682791209
2,2023-04-29 18:0:10,1682791210
2,2023-04-29 18:0:11,1682791211
2,2023-04-29 18:0:12,1682791212
2,2023-04-29 18:0:13,1682791213
2,2023-04-29 18:0:14,1682791214
2,2023-04-29 18:0:15,1682791215
2,2023-04-29 18:0:16,1682791216
2,2023-04-29 18:0:17,1682791217
2,2023-04-29 18:0:18,1682791218
2,2023-04-29 18:0:19,1682791219
2,2023-04-29 18:0:20,1682791220
2,2023-04-29 18:0:21,1682791221
2,2023-04-29 18:0:22,1682791222
2,2023-04-29 18:0:23,1682791223
2,2023-04-29 18:0:24,1682791224
2,2023-04-29 18:0:25,1682791225
2,2023-04-29 18:0:26,1682791226
2,2023-04-29 18:0:27,1682791227
2,2023-04-29 18:0:28,1682791228
2,2023-04-29 18:0:29,1682791229
2,2023-04-29 18:0:30,1682791230
2,2023-04-29 18:0:31,1682791231
2,2023-04-29 18:0:32,1682791232
2,2023-04-29 18:0:33,1682791233
2,2023-04-29 18:0:34,1682791234
2,2023-04-29 18:0:35,1682791235
2,2023-04-29 18:0:36,1682791236
2,2023-04-29 18:0:37,1682791237
2,2023-04-29 18:0:38,1682791238
2,2023-04-29 18:0:39,1682791239
2,2023-04-29 18:0:40,1682791240
2,2023-04-29 18:0:41,1682791241
2,2023-04-29 18:0:42,1682791242
2,2023-04-29 18:0:43,1682791243
2,2023-04-29 18:0:44,1682791244
2,2023-04-29 18:0:45,1682791245
2,2023-04-29 18:0:46,1682791246
2,2023-04-29 18:0:47,1682791247
2,2023-04-29 18:0:48,1682791248
2,2023-04-29 18:0:49,1682791249
2,2023-04-29 18:0:50,1682791250
2,2023-04-29 18:0:51,1682791251
2,2023-04-29 18:0:52,1682791252
2,2023-04-29 18:0:53,1682791253
2,2023-04-29 18:0:54,1682791254
2,2023-04-29 18:0:55,1682791255
2,2023-04-29 18:0:56,1682791256
2,2023-04-29 18:0:57,1682791257
2,2023-04-29 18:0:58,1682791258
2,2023-04-29 18:0:59,1682791259
2,2023-04-29 18:1:0,1682791260
2,2023-04-29 18:1:1,1682791261
2,2023-04-29 18:1:2,1682791262
2,2023-04-29 18:1:3,1682791263
2,2023-04-29 18:1:4,1682791264
2,2023-04-29 18:1:5,1682791265
2,2023-04-29 18:1:6,1682791266
2,2023-04-29 18:1:7,1682791267
2,2023-04-29 18:1:8,1682791268
2,2023-04-29 18:1:9,1682791269
2,2023-04-29 18:1:10,1682791270
2,2023-04-29 18:1:11,1682791271
2,2023-04-29 18:1:12,1682791272
2,2023-04-29 18:1:13,1682791273
2,2023-04-29 18:1:14,1682791274
2,2023-04-29 18:1:15,1682791275
2,2023-04-29 18:1:16,1682791276
2,2023-04-29 18:1:17,1682791277
2,2023-04-29 18:1:18,1682791278
2,2023-04-29 18:1:19,1682791279
2,2023-04-29 18:1:20,1682791280
2,2023-04-29 18:1:21,1682791281
2,2023-04-29 18:1:22,1682791282
2,2023-04-29 18:1:23,1682791283
2,2023-04-29 18:1:24,1682791284
2,2023-04-29 18:1:25,1682791285
2,2023-04-29 18:1:26,1682791286
2,2023-04-29 18:1:27,1682791287
2,2023-04-29 18:1:28,1682791288
2,2023-04-29 18:1:29,1682791289
2,2023-04-29 18:1:30,1682791290
2,2023-04-29 18:1:31,1682791291
2,2023-04-29 18:1:32,1682791292
2,2023-04-29 18:1:33,1682791293
2,2023-04-29 18:1:34,1682791294
2,2023-04-29 18:1:36,1682791296
2,2023-04-29 18:1:37,1682791297
2,2023-04-29 18:1:38,1682791298
2,2023-04-29 18:1:39,1682791299
2,2023-04-29 18:1:40,1682791300
2,2023-04-29 18:1:41,1682791301
2,2023-04-29 18:1:42,1682791302
2,2023-04-29 18:1:43,1682791303
2,2023-04-29 18:1:44,1682791304
2,2023-04-29 18:1:45,1682791305
2,2023-04-29 18:1:46,1682791306
2,2023-04-29 18:1:47,1682791307
2,2023-04-29 18:1:48,1682791308
2,2023-04-29 18:1:49,1682791309
2,2023-04-29 18:1:50,1682791310
2,2023-04-29 18:1:51,1682791311
2,2023-04-29 18:1:52,1682791312
2,2023-04-29 18:1:53,1682791313
2,2023-04-29 18:1:54,1682791314
2,2023-04-29 18:1:55,1682791315
2,2023-04-29 18:1:56,1682791316
2,2023-04-29 18:1:57,1682791317
2,2023-04-29 18:1:58,1682791318
2,2023-04-29 18:1:59,1682791319
2,2023-04-29 18:2:0,1682791320
2,2023-04-29 18:2:1,1682791321
2,2023-04-29 18:2:2,1682791322
2,2023-04-29 18:2:3,1682791323
2,2023-04-29 18:2:4,1682791324
2,2023-04-29 18:2:5,1682791325
2,2023-04-29 18:2:6,1682791326
2,2023-04-29 18:2:7,1682791327
2,2023-04-29 18:2:8,1682791328
2,2023-04-29 18:2:9,1682791329
2,2023-04-29 18:2:10,1682791330
2,2023-04-29 18:2:11,1682791331
2,2023-04-29 18:2:12,1682791332
2,2023-04-29 18:2:13,1682791333
2,2023-04-29 18:2:14,1682791334
2,2023-04-29 18:2:15,1682791335
2,2023-04-29 18:2:16,1682791336
2,2023-04-29 18:2:17,1682791337
2,2023-04-29 18:2:18,1682791338
2,2023-04-29 18:2:19,1682791339
2,2023-04-29 18:2:20,1682791340
2,2023-04-29 18:2:21,1682791341
2,2023-04-29 18:2:23,1682791343
2,2023-04-29 18:2:24,1682791344
2,2023-04-29 18:2:25,1682791345
2,2023-04-29 18:2:26,1682791346
2,2023-04-29 18:2:27,1682791347
2,2023-04-29 18:2:28,1682791348
2,2023-04-29 18:2:29,1682791349
2,2023-04-29 18:2:30,1682791350
2,2023-04-29 18:2:31,1682791351
2,2023-04-29 18:2:32,1682791352
2,2023-04-29 18:2:33,1682791353
2,2023-04-29 18:2:34,1682791354
2,2023-04-29 18:2:35,1682791355
2,2023-04-29 18:2:36,1682791356
2,2023-04-29 18:2:37,1682791357
2,2023-04-29 18:2:40,1682791360
2,2023-04-29 18:2:41,1682791361
2,2023-04-29 18:2:42,1682791362
2,2023-04-29 18:2:43,1682791363
2,2023-04-29 18:2:44,1682791364
2,2023-04-29 18:2:45,1682791365
2,2023-04-29 18:2:46,1682791366
2,2023-04-29 18:2:47,1682791367
2,2023-04-29 18:2:48,1682791368
2,2023-04-29 18:2:49,1682791369
2,2023-04-29 18:2:50,1682791370
2,2023-04-29 18:2:51,1682791371
2,2023-04-29 18:2:52,1682791372
2,2023-04-29 18:2:53,1682791373
2,2023-04-29 18:2:54,1682791374
2,2023-04-29 18:2:55,1682791375
2,2023-04-29 18:2:56,1682791376
2,2023-04-29 18:2:57,1682791377
2,2023-04-29 18:2:58,1682791378
2,2023-04-29 18:2:59,1682791379
2,2023-04-29 18:3:0,1682791380
2,2023-04-29 18:3:1,1682791381
2,2023-04-29 18:3:2,1682791382
2,2023-04-29 18:3:3,1682791383
2,2023-04-29 18:3:4,1682791384
2,2023-04-29 18:3:5,1682791385
2,2023-04-29 18:3:6,1682791386
2,2023-04-29 18:3:7,1682791387
2,2023-04-29 18:3:8,1682791388
2,2023-04-29 18:3:9,1682791389
2,2023-04-29 18:3:10,1682791390
2,2023-04-29 18:3:11,1682791391
2,2023-04-29 18:3:12,1682791392
2,2023-04-29 18:3:13,1682791393
2,2023-04-29 18:3:14,1682791394
2,2023-04-29 18:3:18,1682791398
2,2023-04-29 18:3:20,1682791400
2,2023-04-29 18:3:21,1682791401
2,2023-04-29 18:3:22,1682791402
2,2023-04-29 18:3:23,1682791403
2,2023-04-29 18:3:24,1682791404
2,2023-04-29 18:3:25,1682791405
2,2023-04-29 18:3:26,1682791406
2,2023-04-29 18:3:27,1682791407
2,2023-04-29 18:3:28,1682791408
2,2023-04-29 18:3:29,1682791409
2,2023-04-29 18:3:30,1682791410
2,2023-04-29 18:3:32,1682791412
2,2023-04-29 18:3:33,1682791413
2,2023-04-29 18:3:34,1682791414
2,2023-04-29 18:3:35,1682791415
2,2023-04-29 18:3:36,1682791416
2,2023-04-29 18:3:37,1682791417
2,2023-04-29 18:3:38,1682791418
2,2023-04-29 18:3:39,1682791419
2,2023-04-29 18:3:40,1682791420
2,2023-04-29 18:3:41,1682791421
2,2023-04-29 18:3:42,1682791422
2,2023-04-29 18:3:43,1682791423
2,2023-04-29 18:3:44,1682791424
2,2023-04-29 18:3:45,1682791425
2,2023-04-29 18:3:46,1682791426
2,2023-04-29 18:3:47,1682791427
2,2023-04-29 18:3:49,1682791429
2,2023-04-29 18:3:51,1682791431
2,2023-04-29 18:3:52,1682791432
2,2023-04-29 18:3:53,1682791433
2,2023-04-29 18:3:54,1682791434
2,2023-04-29 18:3:55,1682791435
2,2023-04-29 18:3:56,1682791436
2,2023-04-29 18:3:57,1682791437
2,2023-04-29 18:3:58,1682791438
2,2023-04-29 18:3:59,1682791439
2,2023-04-29 18:4:0,1682791440
2,2023-04-29 18:4:1,1682791441
2,2023-04-29 18:4:2,1682791442
2,2023-04-29 18:4:3,1682791443
2,2023-04-29 18:4:4,1682791444
2,2023-04-29 18:4:5,1682791445
2,2023-04-29 18:4:6,1682791446
2,2023-04-29 18:4:7,1682791447
2,2023-04-29 18:4:8,1682791448
2,2023-04-29 18:4:9,1682791449
2,2023-04-29 18:4:10,1682791450
2,2023-04-29 18:4:11,1682791451
2,2023-04-29 18:4:12,1682791452
2,2023-04-29 18:4:13,1682791453
2,2023-04-29 18:4:14,1682791454
2,2023-04-29 18:4:15,1682791455
2,2023-04-29 18:4:16,1682791456
2,2023-04-29 18:4:17,1682791457
2,2023-04-29 18:4:18,1682791458
2,2023-04-29 18:4:19,1682791459
2,2023-04-29 18:4:20,1682791460
2,2023-04-29 18:4:21,1682791461
2,2023-04-29 18:4:22,1682791462
2,2023-04-29 18:4:23,1682791463
2,2023-04-29 18:4:24,1682791464
2,2023-04-29 18:4:25,1682791465
2,2023-04-29 18:4:26,1682791466
2,2023-04-29 18:4:27,1682791467
2,2023-04-29 18:4:28,1682791468
2,2023-04-29 18:4:29,1682791469
2,2023-04-29 18:4:30,1682791470
2,2023-04-29 18:4:31,1682791471
2,2023-04-29 18:4:32,1682791472
2,2023-04-29 18:4:33,1682791473
2,2023-04-29 18:4:34,1682791474
2,2023-04-29 18:4:35,1682791475
2,2023-04-29 18:4:36,1682791476
2,2023-04-29 18:4:37,1682791477
2,2023-04-29 18:4:38,1682791478
2,2023-04-29 18:4:39,1682791479
2,2023-04-29 18:4:40,1682791480
2,2023-04-29 18:4:41,1682791481
2,2023-04-29 18:4:42,1682791482
2,2023-04-29 18:4:43,1682791483
2,2023-04-29 18:4:44,1682791484
2,2023-04-29 18:4:45,1682791485
2,2023-04-29 18:4:46,1682791486
2,2023-04-29 18:4:47,1682791487
2,2023-04-29 18:4:49,1682791489
2,2023-04-29 18:4:50,1682791490
2,2023-04-29 18:4:51,1682791491
2,2023-04-29 18:4:52,1682791492
2,2023-04-29 18:4:53,1682791493
2,2023-04-29 18:4:54,1682791494
2,2023-04-29 18:4:55,1682791495
2,2023-04-29 18:4:56,1682791496
2,2023-04-29 18:4:57,1682791497
2,2023-04-29 18:4:58,1682791498
2,2023-04-29 18:5:0,1682791500
2,2023-04-29 18:5:1,1682791501
2,2023-04-29 18:5:2,1682791502
2,2023-04-29 18:5:3,1682791503
2,2023-04-29 18:5:4,1682791504
2,2023-04-29 18:5:5,1682791505
2,2023-04-29 18:5:6,1682791506
2,2023-04-29 18:5:7,1682791507
2,2023-04-29 18:5:8,1682791508
2,2023-04-29 18:5:9,1682791509
2,2023-04-29 18:5:10,1682791510
2,2023-04-29 18:5:11,1682791511
2,2023-04-29 18:5:12,1682791512
2,2023-04-29 18:5:13,1682791513
2,2023-04-29 18:5:14,1682791514
2,2023-04-29 18:5:15,1682791515
2,2023-04-29 18:5:16,1682791516
2,2023-04-29 18:5:17,1682791517
2,2023-04-29 18:5:18,1682791518
2,2023-04-29 18:5:19,1682791519
2,2023-04-29 18:5:20,1682791520
2,2023-04-29 18:5:21,1682791521
2,2023-04-29 18:5:22,1682791522
2,2023-04-29 18:5:23,1682791523
2,2023-04-29 18:5:24,1682791524
2,2023-04-29 18:5:25,1682791525
2,2023-04-29 18:5:26,1682791526
2,2023-04-29 18:5:27,1682791527
2,2023-04-29 18:5:28,1682791528
2,2023-04-29 18:5:29,1682791529
2,2023-04-29 18:5:30,1682791530
2,2023-04-29 18:5:31,1682791531
2,2023-04-29 18:5:32,1682791532
2,2023-04-29 18:5:33,1682791533
2,2023-04-29 18:5:34,1682791534
2,2023-04-29 18:5:35,1682791535
2,2023-04-29 18:5:36,1682791536
2,2023-04-29 18:5:37,1682791537
2,2023-04-29 18:5:38,1682791538
2,2023-04-29 18:5:39,1682791539
2,2023-04-29 18:5:40,1682791540
2,2023-04-29 18:5:41,1682791541
2,2023-04-29 18:5:42,1682791542
2,2023-04-29 18:5:43,1682791543
2,2023-04-29 18:5:44,1682791544
2,2023-04-29 18:5:45,1682791545
2,2023-04-29 18:5:46,1682791546
2,2023-04-29 18:5:47,1682791547
2,2023-04-29 18:5:48,1682791548
2,2023-04-29 18:5:49,1682791549
2,2023-04-29 18:5:50,1682791550
2,2023-04-29 18:5:51,1682791551
2,2023-04-29 18:5:52,1682791552
2,2023-04-29 18:5:53,1682791553
2,2023-04-29 18:5:54,1682791554
2,2023-04-29 18:5:55,1682791555
2,2023-04-29 18:5:56,1682791556
2,2023-04-29 18:5:57,1682791557
2,2023-04-29 18:5:58,1682791558
2,2023-04-29 18:5:59,1682791559
2,2023-04-29 18:6:0,1682791560
2,2023-04-29 18:6:1,1682791561
2,2023-04-29 18:6:2,1682791562
2,2023-04-29 18:6:3,1682791563
2,2023-04-29 18:6:4,1682791564
2,2023-04-29 18:6:5,1682791565
2,2023-04-29 18:6:6,1682791566
2,2023-04-29 18:6:7,1682791567
2,2023-04-29 18:6:9,1682791569
2,2023-04-29 18:6:10,1682791570
2,2023-04-29 18:6:11,1682791571
2,2023-04-29 18:6:12,1682791572
2,2023-04-29 18:6:13,1682791573
2,2023-04-29 18:6:14,1682791574
2,2023-04-29 18:6:15,1682791575
2,2023-04-29 18:6:16,1682791576
2,2023-04-29 18:6:17,1682791577
2,2023-04-29 18:6:18,1682791578
2,2023-04-29 18:6:19,1682791579
2,2023-04-29 18:6:20,1682791580
2,2023-04-29 18:6:21,1682791581
2,2023-04-29 18:6:22,1682791582
2,2023-04-29 18:6:23,1682791583
2,2023-04-29 18:6:24,1682791584
2,2023-04-29 18:6:25,1682791585
2,2023-04-29 18:6:26,1682791586
2,2023-04-29 18:6:27,1682791587
2,2023-04-29 18:6:28,1682791588
2,2023-04-29 18:6:29,1682791589
2,2023-04-29 18:6:30,1682791590
2,2023-04-29 18:6:31,1682791591
2,2023-04-29 18:6:32,1682791592
2,2023-04-29 18:6:33,1682791593
2,2023-04-29 18:6:34,1682791594
2,2023-04-29 18:6:37,1682791597
2,2023-04-29 18:6:38,1682791598
2,2023-04-29 18:6:39,1682791599
2,2023-04-29 18:6:41,1682791601
2,2023-04-29 18:6:44,1682791604
2,2023-04-29 18:6:45,1682791605
2,2023-04-29 18:6:46,1682791606
2,2023-04-29 18:6:47,1682791607
2,2023-04-29 18:6:48,1682791608
2,2023-04-29 18:6:49,1682791609
2,2023-04-29 18:6:50,1682791610
2,2023-04-29 18:6:51,1682791611
2,2023-04-29 18:6:52,1682791612
2,2023-04-29 18:6:53,1682791613
2,2023-04-29 18:6:54,1682791614
2,2023-04-29 18:6:55,1682791615
2,2023-04-29 18:6:57,1682791617
2,2023-04-29 18:6:58,1682791618
2,2023-04-29 18:6:59,1682791619
2,2023-04-29 18:7:0,1682791620
2,2023-04-29 18:7:1,1682791621
2,2023-04-29 18:7:2,1682791622
2,2023-04-29 18:7:3,1682791623
2,2023-04-29 18:7:4,1682791624
2,2023-04-29 18:7:5,1682791625
2,2023-04-29 18:7:6,1682791626
2,2023-04-29 18:7:7,1682791627
2,2023-04-29 18:7:8,1682791628
2,2023-04-29 18:7:9,1682791629
2,2023-04-29 18:7:11,1682791631
2,2023-04-29 18:7:12,1682791632
2,2023-04-29 18:7:13,1682791633
2,2023-04-29 18:7:14,1682791634
2,2023-04-29 18:7:15,1682791635
2,2023-04-29 18:7:16,1682791636
2,2023-04-29 18:7:17,1682791637
2,2023-04-29 18:7:18,1682791638
2,2023-04-29 18:7:19,1682791639
2,2023-04-29 18:7:20,1682791640
2,2023-04-29 18:7:21,1682791641
2,2023-04-29 18:7:22,1682791642
2,2023-04-29 18:7:25,1682791645
2,2023-04-29 18:7:26,1682791646
2,2023-04-29 18:7:28,1682791648
2,2023-04-29 18:7:29,1682791649
2,2023-04-29 18:7:31,1682791651
2,2023-04-29 18:7:32,1682791652
2,2023-04-29 18:7:33,1682791653
2,2023-04-29 18:7:34,1682791654
2,2023-04-29 18:7:35,1682791655
2,2023-04-29 18:7:36,1682791656
2,2023-04-29 18:7:38,1682791658
2,2023-04-29 18:7:39,1682791659
2,2023-04-29 18:7:41,1682791661
2,2023-04-29 18:7:45,1682791665
2,2023-04-29 18:7:46,1682791666
2,2023-04-29 18:7:47,1682791667
2,2023-04-29 18:7:48,1682791668
2,2023-04-29 18:7:49,1682791669
2,2023-04-29 18:7:50,1682791670
2,2023-04-29 18:7:53,1682791673
2,2023-04-29 18:7:54,1682791674
2,2023-04-29 18:7:55,1682791675
2,2023-04-29 18:7:56,1682791676
2,2023-04-29 18:7:57,1682791677
2,2023-04-29 18:7:58,1682791678
2,2023-04-29 18:8:0,1682791680
2,2023-04-29 18:8:1,1682791681
2,2023-04-29 18:8:2,1682791682
2,2023-04-29 18:8:3,1682791683
2,2023-04-29 18:8:4,1682791684
2,2023-04-29 18:8:5,1682791685
2,2023-04-29 18:8:7,1682791687
2,2023-04-29 18:8:8,1682791688
2,2023-04-29 18:8:9,1682791689
2,2023-04-29 18:8:10,1682791690
2,2023-04-29 18:8:11,1682791691
2,2023-04-29 18:8:12,1682791692
2,2023-04-29 18:8:13,1682791693
2,2023-04-29 18:8:16,1682791696
2,2023-04-29 18:8:17,1682791697
2,2023-04-29 18:8:18,1682791698
2,2023-04-29 18:8:19,1682791699
2,2023-04-29 18:8:20,1682791700
2,2023-04-29 18:8:21,1682791701
2,2023-04-29 18:8:22,1682791702
2,2023-04-29 18:8:23,1682791703
2,2023-04-29 18:8:24,1682791704
2,2023-04-29 18:8:25,1682791705
2,2023-04-29 18:8:28,1682791708
2,2023-04-29 18:8:29,1682791709
2,2023-04-29 18:8:30,1682791710
2,2023-04-29 18:8:31,1682791711
2,2023-04-29 18:8:32,1682791712
2,2023-04-29 18:8:33,1682791713
2,2023-04-29 18:8:34,1682791714
2,2023-04-29 18:8:35,1682791715
2,2023-04-29 18:8:36,1682791716
2,2023-04-29 18:8:37,1682791717
2,2023-04-29 18:8:38,1682791718
2,2023-04-29 18:8:39,1682791719
2,2023-04-29 18:8:40,1682791720
2,2023-04-29 18:8:41,1682791721
2,2023-04-29 18:8:43,1682791723
2,2023-04-29 18:8:44,1682791724
2,2023-04-29 18:8:45,1682791725
2,2023-04-29 18:8:46,1682791726
2,2023-04-29 18:8:47,1682791727
2,2023-04-29 18:8:48,1682791728
2,2023-04-29 18:8:49,1682791729
2,2023-04-29 18:8:50,1682791730
2,2023-04-29 18:8:51,1682791731
2,2023-04-29 18:8:52,1682791732
2,2023-04-29 18:8:53,1682791733
2,2023-04-29 18:8:54,1682791734
2,2023-04-29 18:8:55,1682791735
2,2023-04-29 18:8:56,1682791736
2,2023-04-29 18:8:57,1682791737
2,2023-04-29 18:8:58,1682791738
2,2023-04-29 18:8:59,1682791739
2,2023-04-29 18:9:0,1682791740
2,2023-04-29 18:9:1,1682791741
2,2023-04-29 18:9:2,1682791742
2,2023-04-29 18:9:3,1682791743
2,2023-04-29 18:9:4,1682791744
2,2023-04-29 18:9:5,1682791745
2,2023-04-29 18:9:6,1682791746
2,2023-04-29 18:9:7,1682791747
2,2023-04-29 18:9:8,1682791748
2,2023-04-29 18:9:9,1682791749
2,2023-04-29 18:9:10,1682791750
2,2023-04-29 18:9:11,1682791751
2,2023-04-29 18:9:14,1682791754
2,2023-04-29 18:9:15,1682791755
2,2023-04-29 18:9:16,1682791756
2,2023-04-29 18:9:17,1682791757
2,2023-04-29 18:9:18,1682791758
2,2023-04-29 18:9:19,1682791759
2,2023-04-29 18:9:20,1682791760
2,2023-04-29 18:9:21,1682791761
2,2023-04-29 18:9:22,1682791762
2,2023-04-29 18:9:23,1682791763
2,2023-04-29 18:9:24,1682791764
2,2023-04-29 18:9:26,1682791766
2,2023-04-29 18:9:27,1682791767
2,2023-04-29 18:9:28,1682791768
2,2023-04-29 18:9:29,1682791769
2,2023-04-29 18:9:30,1682791770
2,2023-04-29 18:9:31,1682791771
2,2023-04-29 18:9:32,1682791772
2,2023-04-29 18:9:33,1682791773
2,2023-04-29 18:9:34,1682791774
2,2023-04-29 18:9:35,1682791775
2,2023-04-29 18:9:36,1682791776
2,2023-04-29 18:9:37,1682791777
2,2023-04-29 18:9:38,1682791778
2,2023-04-29 18:9:39,1682791779
2,2023-04-29 18:9:40,1682791780
2,2023-04-29 18:9:41,1682791781
2,2023-04-29 18:9:42,1682791782
2,2023-04-29 18:9:43,1682791783
2,2023-04-29 18:9:44,1682791784
2,2023-04-29 18:9:45,1682791785
2,2023-04-29 18:9:46,1682791786
2,2023-04-29 18:9:47,1682791787
2,2023-04-29 18:9:48,1682791788
2,2023-04-29 18:9:49,1682791789
2,2023-04-29 18:9:50,1682791790
2,2023-04-29 18:9:51,1682791791
2,2023-04-29 18:9:52,1682791792
2,2023-04-29 18:9:53,1682791793
2,2023-04-29 18:9:54,1682791794
2,2023-04-29 18:9:55,1682791795
2,2023-04-29 18:9:56,1682791796
2,2023-04-29 18:9:57,1682791797
2,2023-04-29 18:9:58,1682791798
2,2023-04-29 18:9:59,1682791799
2,2023-04-29 18:10:0,1682791800
2,2023-04-29 18:10:1,1682791801
2,2023-04-29 18:10:3,1682791803
2,2023-04-29 18:10:4,1682791804
2,2023-04-29 18:10:5,1682791805
2,2023-04-29 18:10:6,1682791806
2,2023-04-29 18:10:7,1682791807
2,2023-04-29 18:10:8,1682791808
2,2023-04-29 18:10:9,1682791809
2,2023-04-29 18:10:10,1682791810
2,2023-04-29 18:10:11,1682791811
2,2023-04-29 18:10:12,1682791812
2,2023-04-29 18:10:13,1682791813
2,2023-04-29 18:10:14,1682791814
2,2023-04-29 18:10:15,1682791815
2,2023-04-29 18:10:16,1682791816
2,2023-04-29 18:10:17,1682791817
2,2023-04-29 18:10:18,1682791818
2,2023-04-29 18:10:19,1682791819
2,2023-04-29 18:10:20,1682791820
2,2023-04-29 18:10:21,1682791821
2,2023-04-29 18:10:22,1682791822
2,2023-04-29 18:10:23,1682791823
2,2023-04-29 18:10:24,1682791824
2,2023-04-29 18:10:25,1682791825
2,2023-04-29 18:10:26,1682791826
2,2023-04-29 18:10:27,1682791827
2,2023-04-29 18:10:28,1682791828
2,2023-04-29 18:10:29,1682791829
2,2023-04-29 18:10:30,1682791830
