Channel, Sequential, Size, Real_Size, Date 
6, 44235981, 14793, 135361, 2019-11-23 23:32:36
6, 44236041, 13648, 134246, 2019-11-23 23:32:38
6, 44236101, 13593, 140993, 2019-11-23 23:32:40
6, 44236161, 16471, 129187, 2019-11-23 23:32:42
6, 44236221, 14847, 132055, 2019-11-23 23:32:44
6, 44236281, 12766, 135029, 2019-11-23 23:32:46
6, 44236341, 14766, 137512, 2019-11-23 23:32:48
6, 44236401, 14825, 130940, 2019-11-23 23:32:50
6, 44236461, 16387, 136393, 2019-11-23 23:32:52
6, 44236521, 13573, 138404, 2019-11-23 23:32:54
6, 44236581, 13616, 136361, 2019-11-23 23:32:56
6, 44236641, 16481, 128913, 2019-11-23 23:32:58
6, 44236701, 14774, 223097, 2019-11-23 23:33:0
3, 44234664, 8117, 136204, 2019-11-23 23:32:32
3, 44234724, 7153, 132292, 2019-11-23 23:32:34
3, 44234784, 7833, 134089, 2019-11-23 23:32:36
3, 44234844, 8040, 133200, 2019-11-23 23:32:38
3, 44234904, 7554, 135846, 2019-11-23 23:32:40
3, 44234964, 7196, 132967, 2019-11-23 23:32:42
3, 44235024, 8089, 135538, 2019-11-23 23:32:44
3, 44235084, 8151, 133503, 2019-11-23 23:32:46
3, 44235144, 8160, 134247, 2019-11-23 23:32:48
3, 44235204, 8006, 134670, 2019-11-23 23:32:50
3, 44235264, 7971, 133904, 2019-11-23 23:32:52
3, 44235324, 8062, 134296, 2019-11-23 23:32:54
3, 44235384, 8058, 135071, 2019-11-23 23:32:56
3, 44235444, 8012, 134461, 2019-11-23 23:32:58
3, 44235504, 7469, 131191, 2019-11-23 23:33:0
1, 44236358, 11611, 134044, 2019-11-23 23:33:2
1, 44236418, 13038, 135095, 2019-11-23 23:33:4
1, 44236478, 11693, 134245, 2019-11-23 23:33:6
1, 44236538, 13186, 133577, 2019-11-23 23:33:8
1, 44236598, 11718, 133137, 2019-11-23 23:33:10
1, 44236658, 11656, 135107, 2019-11-23 23:33:12
1, 44236718, 13110, 134089, 2019-11-23 23:33:14
1, 44236778, 11583, 133065, 2019-11-23 23:33:16
1, 44236838, 13100, 136778, 2019-11-23 23:33:18
1, 44236898, 13077, 133035, 2019-11-23 23:33:20
1, 44236958, 13113, 135741, 2019-11-23 23:33:22
1, 44237018, 13069, 135736, 2019-11-23 23:33:24
1, 44237078, 13120, 134158, 2019-11-23 23:33:26
1, 44237138, 11710, 133079, 2019-11-23 23:33:28
1, 44237198, 13004, 134067, 2019-11-23 23:33:30
1, 44237258, 13045, 76742, 2019-11-23 23:33:32
6, 44236761, 13623, 140290, 2019-11-23 23:33:2
6, 44236821, 13639, 138340, 2019-11-23 23:33:4
6, 44236881, 16446, 126787, 2019-11-23 23:33:6
6, 44236941, 14786, 130690, 2019-11-23 23:33:8
6, 44237001, 12695, 137751, 2019-11-23 23:33:10
6, 44237061, 14766, 139481, 2019-11-23 23:33:12
6, 44237121, 14852, 125911, 2019-11-23 23:33:14
6, 44237181, 14859, 135445, 2019-11-23 23:33:16
6, 44237241, 13596, 131390, 2019-11-23 23:33:18
6, 44237301, 14711, 141377, 2019-11-23 23:33:20
6, 44237361, 14875, 128373, 2019-11-23 23:33:22
6, 44237421, 14857, 134492, 2019-11-23 23:33:24
6, 44237481, 12735, 132630, 2019-11-23 23:33:26
6, 44237541, 14906, 141551, 2019-11-23 23:33:28
6, 44237601, 14932, 130585, 2019-11-23 23:33:30
6, 44237661, 14882, 89248, 2019-11-23 23:33:32
4, 44236508, 11079, 134865, 2019-11-23 23:33:2
4, 44236568, 11137, 134023, 2019-11-23 23:33:4
4, 44236628, 12403, 134943, 2019-11-23 23:33:6
4, 44236688, 12309, 134989, 2019-11-23 23:33:8
4, 44236748, 12382, 131565, 2019-11-23 23:33:10
4, 44236808, 11082, 136095, 2019-11-23 23:33:12
4, 44236868, 11204, 134155, 2019-11-23 23:33:14
4, 44236928, 11203, 133597, 2019-11-23 23:33:16
4, 44236988, 11060, 133817, 2019-11-23 23:33:18
4, 44237048, 12380, 135174, 2019-11-23 23:33:20
4, 44237108, 11193, 133261, 2019-11-23 23:33:22
4, 44237168, 11208, 133567, 2019-11-23 23:33:24
4, 44237228, 11192, 134661, 2019-11-23 23:33:26
4, 44237288, 12410, 135996, 2019-11-23 23:33:28
4, 44237348, 11212, 134300, 2019-11-23 23:33:30
4, 44237408, 11166, 83271, 2019-11-23 23:33:32
3, 44235564, 7983, 132963, 2019-11-23 23:33:2
3, 44235624, 7809, 135220, 2019-11-23 23:33:4
3, 44235684, 7152, 134146, 2019-11-23 23:33:6
3, 44235744, 8211, 134270, 2019-11-23 23:33:8
3, 44235804, 8058, 134155, 2019-11-23 23:33:10
3, 44235864, 8171, 134983, 2019-11-23 23:33:12
3, 44235924, 7930, 134301, 2019-11-23 23:33:14
3, 44235984, 8060, 134464, 2019-11-23 23:33:16
3, 44236044, 8042, 134175, 2019-11-23 23:33:18
3, 44236104, 8079, 133143, 2019-11-23 23:33:20
3, 44236164, 7672, 134730, 2019-11-23 23:33:22
3, 44236224, 8145, 134604, 2019-11-23 23:33:24
